N35, kệ 7, hàng 5
N152, kệ 5, hàng 3  
T796, kệ 9, hàng 8  
T152, kệ 4, hàng 8  
N124, kệ 5, hàng 3  
T153, kệ 4, hàng 8  
T735, kệ 5, hàng 3  
N181, kệ 5, hàng 3  
T161, kệ 4, hàng 8  
T455, kệ 3, hàng 6  
N185, kệ 5, hàng 3  
N162, kệ 4, hàng 8  
T759, kệ 5, hàng 3  
T459, kệ 3, hàng 6  
N2, kệ 9, hàng 8  
T719, kệ 5, hàng 3  
T460, kệ 3, hàng 6  
T792, kệ 9, hàng 7  
T714, kệ 5, hàng 2  
N244, kệ 5, hàng 2  
T149, kệ 4, hàng 9  
N98, kệ 5, hàng 2  
T720, kệ 5, hàng 2  
N76, kệ 5, hàng 2  
T729, kệ 5, hàng 2  
N241, kệ 5, hàng 2  
N43, kệ 9, hàng 7  
N184, kệ 5, hàng 2  
T722, kệ 5, hàng 2  
N118, kệ 5, hàng 2  
T142, kệ 4, hàng 9  
T148, kệ 4, hàng 9  
N168, kệ 5, hàng 2  
T797, kệ 9, hàng 7  
N355, kệ 5, hàng 2  
T804, kệ 10, hàng 8  
N357, kệ 5, hàng 2  
N33, kệ 10, hàng 8  
N388, kệ 5, hàng 2  
N400, kệ 5, hàng 2  
T808, kệ 10, hàng 8  
N365, kệ 5, hàng 2  
N448, kệ 5, hàng 2  
T816, kệ 10, hàng 8  
T398, kệ 2, hàng 6  
T809, kệ 10, hàng 8  
N393, kệ 5, hàng 1  
T400, kệ 1, hàng 7  
T806, kệ 10, hàng 8  
N245, kệ 5, hàng 1  
T396, kệ 2, hàng 6  
N243, kệ 5, hàng 1  
N21, kệ 10, hàng 7  
T402, kệ 1, hàng 7  
T122, kệ 4, hàng 9  
T394, kệ 2, hàng 6  
N86, kệ 10, hàng 7  
N132, kệ 5, hàng 1  
T133, kệ 4, hàng 9  
N235, kệ 5, hàng 1  
T392, kệ 2, hàng 6  
N247, kệ 10, hàng 7  
T131, kệ 4, hàng 9  
N67, kệ 10, hàng 7  
T385, kệ 2, hàng 6  
T725, kệ 5, hàng 1  
N84, kệ 10, hàng 7  
T724, kệ 5, hàng 1  
N246, kệ 5, hàng 1  
N4, kệ 10, hàng 7  
N80, kệ 5, hàng 1  
T403, kệ 1, hàng 7  
T386, kệ 2, hàng 6  
T129, kệ 4, hàng 9  
N300, kệ 5, hàng 1  
T128, kệ 4, hàng 9  
N14, kệ 5, hàng 1  
T384, kệ 2, hàng 6  
T127, kệ 4, hàng 9  
T383, kệ 2, hàng 6  
T339, kệ 4, hàng 8  
T382, kệ 2, hàng 6  
T404, kệ 1, hàng 7  
T174, kệ 4, hàng 8  
T380, kệ 2, hàng 6  
N5, kệ 10, hàng 7  
N313, kệ 6, hàng 6  
T181, kệ 4, hàng 8  
T183, kệ 4, hàng 8  
T588, kệ 2, hàng 6  
T413, kệ 1, hàng 7  
N17, kệ 10, hàng 7  
T551, kệ 2, hàng 6  
N91, kệ 10, hàng 7  
T550, kệ 2, hàng 6  
T179, kệ 4, hàng 8  
N187, kệ 10, hàng 7  
T182, kệ 4, hàng 8  
N494, lầu 1, dãy 1  
T173, kệ 4, hàng 8  
T414, kệ 1, hàng 7  
T175, kệ 4, hàng 8  
N166, kệ 10, hàng 6  
N495, lầu 1, dãy 1  
T336, kệ 4, hàng 8  
N492, lầu 1, dãy 1  
N482, lầu 1, dãy 1  
T570, kệ 4, hàng 8  
N496, lầu 1, dãy 1  
T685, kệ 1, hàng 7  
N493, lầu 1, dãy 1  
T558, kệ 1, hàng 7  
N477, lầu 1, dãy 1  
T334, kệ 4, hàng 8  
T261, kệ 2, hàng 7  
T262, kệ 2, hàng 7  
T265, kệ 2, hàng 7  
T266, kệ 2, hàng 7  
N484, lầu 1, dãy 2  
N483, lầu 1, dãy 2  
T270, kệ 2, hàng 7  
N486, lầu 1, dãy 2  
T267, kệ 2, hàng 7  
N442, lầu 1, dãy 2  
T269, kệ 2, hàng 7  
N450, lầu 1, dãy 3  
N443, lầu 1, dãy 3  
N449, lầu 1, dãy 3  
T286, kệ 3, hàng 7  
N439, lầu 1, dãy 3  
N445, lầu 1, dãy 3  
T287, kệ 3, hàng 7  
N464, lầu 1, dãy 3  
T372, kệ 3, hàng 7  
N467, lầu 1, dãy 3  
N463, lầu 1, dãy 3  
T373, kệ 3, hàng 7  
T374, kệ 3, hàng 7  
T288, kệ 3, hàng 7  
T370, kệ 3, hàng 7  
T375, kệ 3, hàng 7  
T379, kệ 3, hàng 7  
T291, kệ 3, hàng 7  
T378, kệ 3, hàng 7  
T200, kệ 3, hàng 8  
T199, kệ 3, hàng 8  
T194, kệ 3, hàng 8  
T195, kệ 3, hàng 8  
T193, kệ 3, hàng 8  
T190, kệ 3, hàng 8  
T186, kệ 3, hàng 8  
T293, kệ 3, hàng 8  
T292, kệ 3, hàng 8  
T290, kệ 3, hàng 8  
T106, kệ 3, hàng 9  
T107, kệ 3, hàng 9  
T111, kệ 3, hàng 9  
T114, kệ 3, hàng 9  
T116, kệ 3, hàng 9  
T124, kệ 3, hàng 9  
T185, kệ 3, hàng 9  
T184, kệ 3, hàng 9  
T271, kệ 2, hàng 7  
T272, kệ 2, hàng 7  
N83, kệ 11, hàng 8  
T283, kệ 2, hàng 7  
T285, kệ 2, hàng 7  
T590, kệ 2, hàng 7  
N167, kệ 11, hàng 8  
N44, kệ 11, hàng 8  
T201, kệ 2, hàng 8  
N10, kệ 11, hàng 8  
T202, kệ 2, hàng 8  
T203, kệ 2, hàng 8  
N13, kệ 11, hàng 8  
T204, kệ 2, hàng 8  
T205, kệ 2, hàng 8  
T207, kệ 2, hàng 8  
T208, kệ 2, hàng 8  
N9, kệ 11, hàng 8  
T209, kệ 2, hàng 8  
N16, kệ 11, hàng 8  
T211, kệ 2, hàng 8  
T212, kệ 2, hàng 8  
N90, kệ 11, hàng 7  
T213, kệ 2, hàng 8  
N227, kệ 11, hàng 7  
T77, kệ 2, hàng 8  
N93, kệ 11, hàng 7  
T82, kệ 2, hàng 8  
N8, kệ 11, hàng 7  
T83, kệ 2, hàng 8  
T92, kệ 2, hàng 8  
T93, kệ 2, hàng 8  
N229, kệ 11, hàng 7  
T94, kệ 2, hàng 8  
N27, kệ 11, hàng 7  
T95, kệ 2, hàng 8  
T96, kệ 2, hàng 8  
T98, kệ 2, hàng 8  
N3, kệ 11, hàng 7  
N188, Kệ 11, Hàng 7  
T99, Kệ 2, Hàng 8  
N30, Kệ 11, Hàng 7  
T103, Kệ 2, Hàng 8  
T102, Kệ 2, Hàng 8  
N22, Kệ 11, Hàng 7  
N78, Kệ 11, Hàng 6  
N7, Kệ 11, Hàng 6  
N52, Kệ 11, Hàng 6  
N87, Kệ 11, Hàng 6  
N24, Kệ 11, Hàng 6  
T172, Kệ 1, Hàng 8  
T595, Kệ 1, Hàng 8  
N1, Kệ 11, Hàng 6  
T418, Kệ 1, Hàng 8  
T597, Kệ 1, Hàng 8  
T415, Kệ 1, Hàng 8  
T417, Kệ 1, Hàng 8  
T241, Kệ 1, Hàng 8  
T243, Kệ 1, Hàng 8  
T245, Kệ 1, Hàng 8  
T244, Kệ 1, Hàng 8  
T247, Kệ 1, Hàng 8  
T249, Kệ 1, Hàng 8  
T252, Kệ 1, Hàng 8  
T253, Kệ 1, Hàng 8  
T256, Kệ 1, Hàng 9  
T218, Kệ 1, Hàng 9  
T222, Kệ 1, Hàng 9  
T223, Kệ 1, Hàng 9  
T225, Kệ 1, Hàng 9  
T227, Kệ 1, Hàng 9  
T226, Kệ 1, Hàng 9  
T229, Kệ 1, Hàng 9  
T234, Kệ 1, Hàng 9  
T233, Kệ 1, Hàng 9  
T563, Kệ 1, Hàng 9  
T75, Kệ 1, Hàng 10  
T74, Kệ 1, Hàng 10  
T72, Kệ 1, Hàng 10  
T67, Kệ 1, Hàng 10  
T66, Kệ 1, Hàng 10  
T64, Kệ 1, Hàng 10  
T62, Kệ 1, Hàng 10  
T54, Kệ 1, Hàng 10  
T53, Kệ 1, Hàng 10  
T51, Kệ 1, Hàng 10
N511, lầu 1, dãy 1
N512, lầu 1, dãy 1
N509, lầu 1, dãy 2
N510, lầu 1, dãy 2
N507, kệ 9, hàng 4
N508, kệ 10, hàng 4
N502, kệ 10, hàng 4
N506, kệ 10, hàng 3
N503, kệ 9, hàng 5
N504, kệ 9, hàng 5
N477, Kệ: 6, Hàng: 5
N482, Kệ: 6, Hàng: 5
N494, Kệ: 6, Hàng: 5
N495, Kệ: 6, Hàng: 5
N490, Kệ: 6, Hàng: 5
N477, Kệ: 6, Hàng: 5
N482, Kệ: 6, Hàng: 5
N494, Kệ: 6, Hàng: 5
N495, Kệ: 6, Hàng: 5
N490, Kệ: 6, Hàng: 5
N489, Kệ: 6, Hàng: 5
